AIRPORT_CODE,AIRPORT_NAME,ORIGIN_STATE,LATITUDE,LONGITUDE,FLIGHT_YEAR,TOTAL_DEPARTURES,ON_TIME_RATE_PCT,CANCELLATION_RATE_PCT,AVG_DEP_DELAY_MINS,AVG_DISTANCE
MLB,Melbourne International Airport,Florida,28.10280036926269,-80.64530181884766,2025,2936,81.13,1.77,11.2,504.85
BMI,Central Illinois Regional Airport at Bloomington-Normal,Illinois,40.477100369999995,-88.91590117999999,2025,1716,81.12,1.75,8.52,503.22
DIK,Dickinson Theodore Roosevelt Regional Airport,North Dakota,46.79740142819999,-102.802001953,2025,685,70.37,1.75,16.3,488.0
DAB,Daytona Beach International Airport,Florida,29.179899,-81.058098,2025,3043,83.47,1.74,10.89,402.43
FLG,Flagstaff Pulliam Airport,Arizona,35.13850021,-111.6709976,2025,1726,78.91,1.74,15.62,293.24
ORD,Chicago O'Hare International Airport,Illinois,41.9786,-87.90479999999998,2025,326074,72.95,1.73,17.9,742.52
ECP,Northwest Florida Beaches International Airport,Florida,30.357106,-85.795414,2025,9022,79.44,1.73,13.03,523.29
LBB,Lubbock Preston Smith International Airport,Texas,33.663601,-101.82299800000001,2025,6546,79.79,1.73,12.85,364.92
JAX,Jacksonville International Airport,Florida,30.49410057067871,-81.68789672851562,2025,28246,78.89,1.72,14.2,686.41
DLH,Duluth International Airport,Minnesota,46.84209823610001,-92.1936035156,2025,2210,78.46,1.72,15.25,269.58
CLT,Charlotte Douglas International Airport,North Carolina,35.2140007019043,-80.94309997558594,2025,194969,74.71,1.71,15.18,632.43
MSN,Dane County Regional Truax Field,Wisconsin,43.13990020751953,-89.3375015258789,2025,12723,78.55,1.71,12.35,525.52
DVL,Devils Lake Regional Airport,North Dakota,48.11420059,-98.90879821999998,2025,647,71.41,1.7,20.04,511.04
RDU,Raleigh Durham International Airport,North Carolina,35.87760162353516,-78.7874984741211,2025,55271,78.37,1.7,13.4,686.42
JMS,Jamestown Regional Airport,North Dakota,46.92969894000001,-98.67819977000002,2025,649,79.04,1.69,7.63,440.87
MBS,MBS International Airport,Michigan,43.532901763916016,-84.07959747314453,2025,2303,75.68,1.69,19.41,155.5
SGF,Springfield Branson National Airport,Missouri,37.24570084,-93.38860321000001,2025,9221,73.6,1.68,17.83,551.26
AVL,Asheville Regional Airport,North Carolina,35.43619918823242,-82.54180145263672,2025,10210,75.2,1.68,15.23,488.22
BOS,General Edward Lawrence Logan International Airport,Massachusetts,42.36429977,-71.00520325,2025,142487,75.18,1.68,14.39,1050.14
MEM,Memphis International Airport,Tennessee,35.04240036010742,-89.97669982910156,2025,23938,79.11,1.67,12.59,647.35
SLN,Salina Municipal Airport,Kansas,38.79100036621094,-97.6521987915039,2025,962,75.68,1.66,17.74,507.86
HOB,Lea County Regional Airport,New Mexico,32.6875,-103.21700290000001,2025,726,77.55,1.65,30.51,501.0
CVG,Cincinnati Northern Kentucky International Airport,Kentucky,39.0488014221,-84.66780090330002,2025,33390,77.41,1.64,13.05,703.97
IND,Indianapolis International Airport,Indiana,39.7173,-86.294403,2025,47244,79.7,1.63,10.7,743.04
MCI,Kansas City International Airport,Missouri,39.29760000000001,-94.71389799999999,2025,48106,78.53,1.63,12.49,779.08
MKE,General Mitchell International Airport,Wisconsin,42.94720077514648,-87.89659881591797,2025,27599,78.55,1.62,12.8,708.53
LNK,Lincoln Airport,Nebraska,40.85100173950195,-96.75920104980467,2025,2850,74.42,1.61,18.03,442.38
CAK,Akron Canton Regional Airport,Ohio,40.91609954833984,-81.44219970703125,2025,4220,74.43,1.61,18.6,464.55
SAF,Santa Fe Municipal Airport,New Mexico,35.617099762,-106.08899688700001,2025,3668,75.76,1.61,12.63,443.55
DRO,Durango La Plata County Airport,Colorado,37.1515007019,-107.753997803,2025,4203,76.9,1.59,16.16,387.72
RAP,Rapid City Regional Airport,South Dakota,44.0452995300293,-103.05699920654294,2025,5223,75.26,1.59,14.17,543.43
VPS,Destin-Ft Walton Beach Airport,Florida,30.483199999999997,-86.525398,2025,10670,79.93,1.58,12.37,547.72
PBI,Palm Beach International Airport,Florida,26.68320083618164,-80.09559631347656,2025,30658,74.36,1.56,19.02,943.79
SMX,Santa Maria Pub/Capt G Allan Hancock Field,California,34.89889908,-120.45700069999998,2025,258,76.36,1.55,21.1,419.12
CMH,John Glenn Columbus International Airport,Ohio,39.998001,-82.891899,2025,44307,78.87,1.53,11.19,654.38
SIT,Sitka Rocky Gutierrez Airport,Alaska,57.04710006713867,-135.36199951171875,2025,1315,81.29,1.52,0.7,258.76
HDN,Yampa Valley Airport,Colorado,40.48120117,-107.21800229999998,2025,2304,72.66,1.52,20.83,507.06
SHR,Sheridan County Airport,Wyoming,44.76919937133789,-106.9800033569336,2025,727,76.48,1.51,17.04,359.0
BDL,Bradley International Airport,Connecticut,41.9388999939,-72.68319702149999,2025,23005,78.08,1.49,11.48,832.28
DAL,Dallas Love Field,Texas,32.847099000000014,-96.85179899999997,2025,71196,75.73,1.48,14.8,733.44
FSD,Joe Foss Field Airport,South Dakota,43.58200073239999,-96.74189758300001,2025,7367,73.69,1.48,17.25,627.32
PIT,Pittsburgh International Airport,Pennsylvania,40.49150085,-80.23290253,2025,43095,80.0,1.46,9.75,670.65
MAF,Midland International Airport,Texas,31.9424991607666,-102.2020034790039,2025,9847,81.54,1.46,11.13,403.57
MOT,Minot International Airport,North Dakota,48.2593994140625,-101.27999877929688,2025,2833,78.61,1.45,13.5,597.07
ATL,Hartsfield Jackson Atlanta International Airport,Georgia,33.63669999999999,-84.42810099999998,2025,313600,75.66,1.45,13.98,713.36
MEI,Key Field,Mississippi,32.33259963989258,-88.75189971923828,2025,626,78.75,1.44,15.55,422.0
GRR,Gerald R. Ford International Airport,Michigan,42.880798340000005,-85.52279663000002,2025,18552,77.08,1.43,11.85,604.94
LBE,Arnold Palmer Regional Airport,Pennsylvania,40.27590179,-79.40480042000002,2025,490,79.18,1.43,11.16,724.43
OKC,Will Rogers World Airport,Oklahoma,35.39310073852539,-97.60070037841795,2025,24117,79.0,1.42,11.37,674.79
JAC,Jackson Hole Airport,Wyoming,43.6072998046875,-110.73799896240234,2025,6327,73.57,1.42,21.51,750.31
FAY,Fayetteville Regional Grannis Field,North Carolina,34.9911994934082,-78.88030242919922,2025,353,83.29,1.42,16.18,212.55
COS,City of Colorado Springs Municipal Airport,Colorado,38.805801,-104.70099600000002,2025,13323,77.21,1.4,13.93,462.55
STL,St Louis Lambert International Airport,Missouri,38.74869700000001,-90.37000300000001,2025,64039,78.42,1.39,13.11,739.79
BUR,Bob Hope Airport,California,34.20069885253906,-118.35900115966794,2025,30621,82.52,1.38,8.43,568.36
BWI,Baltimore/Washington International Thurgood Marshall Airport,Maryland,39.175399999999996,-76.66829699999998,2025,95902,76.99,1.35,15.27,832.39
SBP,San Luis County Regional Airport,California,35.2368011475,-120.641998291,2025,5384,78.03,1.34,13.88,494.91
PPG,PPG,U.S. Pacific Trust Territories and Possessions,,,2025,150,86.0,1.33,16.72,2599.0
BQN,BQN,Puerto Rico,,,2025,2280,81.23,1.32,8.59,1296.55
SWF,Stewart International Airport,New York,41.50410079956055,-74.10479736328125,2025,608,69.24,1.32,18.09,934.97
RSW,Southwest Florida International Airport,Florida,26.53619956970215,-81.75520324707031,2025,35119,78.7,1.31,12.8,1001.95
OMA,Eppley Airfield,Nebraska,41.3032,-95.894096,2025,24594,80.65,1.3,11.02,724.5
MDT,Harrisburg International Airport,Pennsylvania,40.19350051879999,-76.7633972168,2025,5060,78.1,1.3,14.31,662.69
IAH,George Bush Intercontinental Houston Airport,Texas,29.984399795532227,-95.34140014648438,2025,116917,76.79,1.29,16.27,954.34
ABE,Lehigh Valley International Airport,Pennsylvania,40.652099609375,-75.44080352783203,2025,3020,81.99,1.29,8.94,766.42
BNA,Nashville International Airport,Tennessee,36.1245002746582,-86.6781997680664,2025,104981,77.26,1.28,14.2,727.87
CIU,Chippewa County International Airport,Michigan,46.25080108642578,-84.47239685058594,2025,860,77.09,1.28,14.7,356.97
IAG,Niagara Falls International Airport,New York,43.1072998046875,-78.94619750976562,2025,472,69.07,1.27,13.93,1041.25
MIA,Miami International Airport,Florida,25.79319953918457,-80.29060363769531,2025,111532,73.69,1.27,16.83,1043.31
FNT,Bishop International Airport,Michigan,42.96540069580078,-83.74359893798828,2025,3306,73.59,1.27,18.32,679.09
EYW,Key West International Airport,Florida,24.55610084533692,-81.75959777832031,2025,7684,75.87,1.26,16.06,751.42
FLL,Fort Lauderdale Hollywood International Airport,Florida,26.072599,-80.152702,2025,87310,75.72,1.25,15.87,1057.39
SCK,Stockton Metropolitan Airport,California,37.894199371338,-121.23799896240001,2025,562,68.15,1.25,34.42,439.46
BLI,Bellingham International Airport,Washington,48.79280090332031,-122.53800201416016,2025,2406,85.2,1.25,2.95,485.23
YUM,Yuma MCAS/Yuma International Airport,Arizona,32.656600950000005,-114.60600280000001,2025,1675,84.36,1.25,10.94,344.24
RDD,Redding Municipal Airport,California,40.50899887,-122.29299930000002,2025,1695,79.41,1.24,13.32,373.55
GTR,Golden Triangle Regional Airport,Mississippi,33.450298309299995,-88.59140014649999,2025,241,73.03,1.24,22.63,491.0
INL,Falls International Airport,Minnesota,48.566200256347656,-93.4030990600586,2025,658,87.84,1.22,5.15,255.0
GUF,Jack Edwards Airport,Alabama,30.290500639999998,-87.67179871,2025,327,80.73,1.22,12.42,625.12
TRI,Tri-Cities Regional TN/VA Airport,Tennessee,36.475201,-82.407401,2025,1315,74.68,1.22,20.33,562.58
ATW,Appleton International Airport,Wisconsin,44.2580986023,-88.5190963745,2025,7386,76.94,1.22,13.33,550.57
TPA,Tampa International Airport,Florida,27.975500106811523,-82.533203125,2025,79213,77.35,1.21,14.0,940.8
GJT,Grand Junction Regional Airport,Colorado,39.122398376499994,-108.527000427,2025,4682,79.39,1.2,11.43,369.07
SAT,San Antonio International Airport,Texas,29.533700942993164,-98.46980285644534,2025,41692,81.93,1.18,10.28,820.72
RNO,Reno Tahoe International Airport,Nevada,39.49909973144531,-119.76799774169922,2025,20886,81.59,1.18,9.64,591.8
HOU,William P Hobby Airport,Texas,29.645399089999998,-95.27890015,2025,55149,78.87,1.18,11.9,738.27
SBA,Santa Barbara Municipal Airport,California,34.42620087,-119.83999629999998,2025,8226,80.4,1.17,9.84,566.08
SAN,San Diego International Airport,California,32.7336006165,-117.19000244099999,2025,96618,77.97,1.15,12.27,1048.3
SRQ,Sarasota Bradenton International Airport,Florida,27.39539909362793,-82.55439758300781,2025,17180,79.92,1.14,12.52,843.08
HIB,Range Regional Airport,Minnesota,47.38660049,-92.83899689,2025,627,82.62,1.12,13.06,174.0
HTS,Tri-State/Milton J. Ferguson Field,West Virginia,38.366699219999994,-82.55799866,2025,537,55.87,1.12,35.34,671.2
ANC,Ted Stevens Anchorage International Airport,Alaska,61.17440032958983,-149.99600219726562,2025,18819,83.5,1.12,6.19,1451.72
DTW,Detroit Metropolitan Wayne County Airport,Michigan,42.212398529052734,-83.35340118408203,2025,122238,77.95,1.11,12.61,745.67
ELP,El Paso International Airport,Texas,31.807199479999998,-106.3779984,2025,16959,82.27,1.11,9.62,621.43
CYS,Cheyenne Regional Jerry Olson Field,Wyoming,41.15570068,-104.8119965,2025,735,77.82,1.09,15.97,90.0
EGE,Eagle County Regional Airport,Colorado,39.64260101000001,-106.91799930000002,2025,3847,68.96,1.09,22.02,688.75
MFR,Rogue Valley International Medford Airport,Oregon,42.37419891357422,-122.87300109863278,2025,4604,85.38,1.09,6.87,575.43
MDW,Chicago Midway International Airport,Illinois,41.78599900000001,-87.75240300000002,2025,73825,77.65,1.08,12.85,833.3
IAD,Washington Dulles International Airport,Virginia,38.94449997000001,-77.45580291999998,2025,57402,78.64,1.07,12.27,1045.39
SNA,John Wayne Airport-Orange County Airport,California,33.67570114,-117.8679962,2025,44866,81.3,1.05,11.2,791.5
MRY,Monterey Peninsula Airport,California,36.58700180053711,-121.84300231933594,2025,4852,83.53,1.05,8.83,538.0
MCO,Orlando International Airport,Florida,28.429399490356445,-81.30899810791016,2025,159618,75.34,1.05,15.88,971.54
ISP,Long Island Mac Arthur Airport,New York,40.79520035,-73.10019684,2025,5261,76.03,1.03,15.65,833.73
PSE,PSE,Puerto Rico,,,2025,687,89.37,1.02,-0.26,1243.56
XWA,XWA,North Dakota,,,2025,2354,75.49,1.02,18.5,571.37
PAE,Snohomish County (Paine Field) Airport,Washington,47.90629959,-122.28199770000003,2025,1114,82.68,0.99,7.45,1233.74
GFK,Grand Forks International Airport,North Dakota,47.94929900000001,-97.176102,2025,816,84.19,0.98,4.99,536.08
KOA,Ellison Onizuka Kona International At Keahole Airport,Hawaii,19.738783000000005,-156.045603,2025,15774,87.41,0.97,5.11,1164.92
LIH,Lihue Airport,Hawaii,21.97599983215332,-159.33900451660156,2025,15645,86.35,0.97,3.73,1060.22
SUN,Friedman Memorial Airport,Idaho,43.50439835,-114.2959976,2025,2495,85.25,0.96,9.58,479.71
ACV,California Redwood Coast-Humboldt County Airport,California,40.978100999999995,-124.109,2025,1976,77.43,0.96,14.94,450.15
HLN,Helena Regional Airport,Montana,46.6068000793457,-111.98300170898438,2025,1667,80.56,0.96,11.96,506.11
AUS,Austin Bergstrom International Airport,Texas,30.19449996948243,-97.6698989868164,2025,86537,77.63,0.96,14.6,924.56
TUS,Tucson International Airport,Arizona,32.1161003112793,-110.94100189208984,2025,20114,84.32,0.95,8.18,674.56
BRD,Brainerd Lakes Regional Airport,Minnesota,46.39830017,-94.13809967,2025,629,83.31,0.95,9.04,114.0
STT,STT,U.S. Virgin Islands,,,2025,4953,82.62,0.95,12.38,1334.52
ABQ,Albuquerque International Sunport,New Mexico,35.040199,-106.60900100000002,2025,25137,83.03,0.93,9.24,665.6
SCC,Deadhorse Airport,Alaska,70.19470215,-148.4649963,2025,537,88.83,0.93,-6.01,626.0
ONT,Ontario International Airport,California,34.055999755859375,-117.60099792480467,2025,26105,82.95,0.92,9.27,782.42
FAR,Hector International Airport,North Dakota,46.92070007324219,-96.81580352783205,2025,6975,77.46,0.9,13.69,657.45
SJU,SJU,Puerto Rico,,,2025,35552,78.93,0.9,14.26,1469.2
BGM,Greater Binghamton/Edwin A Link field,New York,42.20869827,-75.97979736,2025,225,83.11,0.89,11.35,378.0
CPR,Casper-Natrona County International Airport,Wyoming,42.908001,-106.46399700000002,2025,2387,74.44,0.88,15.8,230.0
FAI,Fairbanks International Airport,Alaska,64.81510162,-147.8560028,2025,3759,83.83,0.88,3.7,1333.08
DLG,Dillingham Airport,Alaska,59.04470062,-158.50500489999996,2025,114,79.82,0.88,-0.87,329.0
PRC,Ernest A. Love Field,Arizona,34.65449905,-112.4199982,2025,792,76.52,0.88,24.81,460.34
OGG,Kahului Airport,Hawaii,20.898600000000002,-156.42999299999997,2025,25466,86.09,0.87,5.38,1255.38
IDA,Idaho Falls Regional Airport,Idaho,43.514599,-112.070999,2025,4392,79.62,0.87,13.79,516.69
BIL,Billings Logan International Airport,Montana,45.80770111083984,-108.54299926757812,2025,4817,81.27,0.87,8.2,643.36
ACY,Atlantic City International Airport,New Jersey,39.45759963989258,-74.57720184326172,2025,2666,84.96,0.86,6.31,888.94
USA,Concord-Padgett Regional Airport,North Carolina,35.387798,-80.70909900000001,2025,709,55.15,0.85,41.41,548.52
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minnesota,44.88199999999999,-93.22180199999997,2025,112626,79.67,0.82,11.06,851.45
SEA,Seattle Tacoma International Airport,Washington,47.449001,-122.30899800000002,2025,164319,78.0,0.82,9.67,1259.96
EAR,EAR,Nebraska,,,2025,621,82.29,0.81,15.63,305.0
ABR,Aberdeen Regional Airport,South Dakota,45.449100494384766,-98.42179870605467,2025,754,88.86,0.8,11.93,257.0
MTJ,Montrose Regional Airport,Colorado,38.50979995729999,-107.89399719199999,2025,2410,76.14,0.79,21.01,496.39
HNL,Daniel K Inouye International Airport,Hawaii,21.32062,-157.92422800000003,2025,58805,86.04,0.78,6.12,1369.0
PVU,Provo Municipal Airport,Utah,40.21920013427701,-111.72299957275,2025,2961,81.49,0.78,14.57,770.19
DEN,Denver International Airport,Colorado,39.86169815063495,-104.67299652099999,2025,316725,74.52,0.77,16.14,852.09
BIS,Bismarck Municipal Airport,North Dakota,46.77270126342773,-100.74600219726562,2025,4242,77.58,0.75,16.42,629.18
BZN,Gallatin Field,Montana,45.77750015000001,-111.15299989999998,2025,11007,78.15,0.75,13.94,858.16
SFO,San Francisco International Airport,California,37.61899948120117,-122.375,2025,144053,80.28,0.75,10.66,1233.57
LAS,McCarran International Airport,Nevada,36.08010101,-115.15200040000002,2025,183275,79.33,0.75,12.08,1000.58
FAT,Fresno Yosemite International Airport,California,36.77619934082031,-119.71800231933594,2025,13307,82.04,0.74,9.14,582.86
PDX,Portland International Airport,Oregon,45.58869934,-122.59799959999998,2025,60997,82.52,0.72,7.11,1081.08
MSO,Missoula International Airport,Montana,46.916301729999994,-114.0910034,2025,4464,79.57,0.72,11.85,765.65
PHX,Phoenix Sky Harbor International Airport,Arizona,33.43429946899414,-112.01200103759766,2025,196246,80.5,0.72,11.24,952.71
BTM,Bert Mooney Airport,Montana,45.95479965209961,-112.49700164794922,2025,706,86.83,0.71,3.57,469.92
RDM,Roberts Field,Oregon,44.2541008,-121.1500015,2025,6148,83.2,0.7,7.36,539.09
RIW,Riverton Regional Airport,Wyoming,43.064201355,-108.45999908399999,2025,723,82.99,0.69,17.96,296.0
EUG,Mahlon Sweet Field,Oregon,44.12459945678711,-123.21199798583984,2025,8257,82.97,0.69,9.52,586.91
LAX,Los Angeles International Airport,California,33.942501070000006,-118.40799709999997,2025,189893,82.44,0.69,10.05,1309.38
BJI,Bemidji Regional Airport,Minnesota,47.50939941000001,-94.93370056,2025,728,86.68,0.69,5.67,199.0
ITO,Hilo International Airport,Hawaii,19.721399307250977,-155.04800415039062,2025,6648,89.59,0.68,2.2,211.48
GUM,GUM,U.S. Pacific Trust Territories and Possessions,,,2025,731,93.43,0.68,0.43,1957.47
EWN,Coastal Carolina Regional Airport,North Carolina,35.073001861600005,-77.0429000854,2025,293,79.18,0.68,19.35,221.63
OAK,Metropolitan Oakland International Airport,California,37.721298000000004,-122.22100100000002,2025,34528,83.2,0.65,8.86,672.15
ELM,Elmira Corning Regional Airport,New York,42.1599006652832,-76.8916015625,2025,1248,79.97,0.64,9.23,545.08
PSP,Palm Springs International Airport,California,33.8297004699707,-116.50700378417967,2025,14890,81.41,0.64,9.45,734.57
SMF,Sacramento International Airport,California,38.69540023803711,-121.59100341796876,2025,57788,82.97,0.63,8.07,801.14
WYS,Yellowstone Airport,Montana,44.688400269999995,-111.11799619999998,2025,325,81.54,0.62,13.05,379.74
BFL,Meadows Field,California,35.43360138,-119.05699919999999,2025,3044,84.33,0.62,8.79,577.53
SJC,Norman Y. Mineta San Jose International Airport,California,37.362598,-121.929001,2025,45806,84.1,0.62,6.81,724.8
AKN,King Salmon Airport,Alaska,58.676799769999995,-156.6490021,2025,166,92.17,0.6,-6.78,288.0
BLV,Scott AFB/Midamerica Airport,Illinois,38.5452,-89.83519700000001,2025,1356,69.91,0.59,18.54,781.98
STX,STX,U.S. Virgin Islands,,,2025,1368,77.41,0.58,16.12,979.65
FCA,Glacier Park International Airport,Montana,48.31050109863281,-114.25599670410156,2025,4320,81.44,0.58,12.14,867.38
PQI,Northern Maine Regional Airport at Presque Isle,Maine,46.688999179999996,-68.0447998,2025,365,94.52,0.55,-0.88,332.5
RKS,Southwest Wyoming Regional Airport,Wyoming,41.59420000000001,-109.06500100000001,2025,725,80.69,0.55,24.55,260.0
LCK,Rickenbacker International Airport,Ohio,39.813801,-82.927803,2025,1165,69.53,0.52,23.44,749.9
SLC,Salt Lake City International Airport,Utah,40.78839874267578,-111.97799682617188,2025,115965,84.29,0.51,6.98,829.81
TOL,Toledo Express Airport,Ohio,41.58679962,-83.80780029000002,2025,395,60.25,0.51,27.05,968.67
GEG,Spokane International Airport,Washington,47.61989974975586,-117.53399658203122,2025,18158,84.29,0.48,6.11,689.7
PIE,St Petersburg Clearwater International Airport,Florida,27.91020012000001,-82.68740082,2025,9384,75.43,0.48,11.04,872.67
CDC,Cedar City Regional Airport,Utah,37.70100021362305,-113.0989990234375,2025,628,92.99,0.48,-3.96,221.0
LGB,Long Beach /Daugherty Field/ Airport,California,33.81769943,-118.1520004,2025,16698,86.31,0.47,5.86,749.87
BOI,Boise Air Terminal/Gowen Field,Idaho,43.5644,-116.22299999999998,2025,23468,84.2,0.45,6.09,644.41
GUC,Gunnison Crested Butte Regional Airport,Colorado,38.53390121,-106.9329987,2025,1131,74.62,0.44,20.64,221.16
SFB,Orlando Sanford International Airport,Florida,28.777599334716804,-81.23750305175781,2025,10466,69.52,0.44,18.39,858.65
OTH,Southwest Oregon Regional Airport,Oregon,43.41709899902344,-124.24600219726562,2025,468,77.99,0.43,17.77,615.97
FMN,Four Corners Regional Airport,New Mexico,36.7411994934,-108.230003357,2025,237,84.39,0.42,15.37,289.0
PGD,Charlotte County Airport,Florida,26.92020035,-81.99050139999997,2025,7693,80.24,0.39,9.04,1015.54
PIH,Pocatello Regional Airport,Idaho,42.9098014831543,-112.59600067138672,2025,551,94.01,0.36,-3.79,149.66
PSC,Tri Cities Airport,Washington,46.26470184326172,-119.11900329589844,2025,6430,88.63,0.34,3.67,583.96
BIH,Eastern Sierra Regional Airport,California,37.3731002808,-118.36399841299999,2025,298,81.21,0.34,9.92,421.77
GTF,Great Falls International Airport,Montana,47.48199843999999,-111.37100220000002,2025,2439,87.21,0.33,4.35,598.01
ATY,Watertown Regional Airport,South Dakota,44.91400146000001,-97.15470123000001,2025,304,82.57,0.33,17.32,356.0
RFD,Chicago Rockford International Airport,Illinois,42.19540023803711,-89.09719848632812,2025,935,72.83,0.32,21.6,1141.81
CLD,Mc Clellan-Palomar Airport,California,33.12829971,-117.27999879999999,2025,639,90.92,0.31,1.59,306.0
SPN,SPN,U.S. Pacific Trust Territories and Possessions,,,2025,367,94.55,0.27,-0.93,129.0
LWS,Lewiston Nez Perce County Airport,Idaho,46.3745002746582,-117.01499938964844,2025,759,91.57,0.26,4.03,378.79
AZA,Phoenix-Mesa-Gateway Airport,Arizona,33.30780029,-111.6549988,2025,6502,84.54,0.22,5.07,1058.82
EKO,Elko Regional Airport,Nevada,40.82490158081055,-115.79199981689452,2025,504,96.43,0.2,-4.92,200.0
SGU,St George Municipal Airport,Utah,37.036389,-113.51030599999999,2025,4518,86.23,0.11,5.53,420.96
ERI,Erie International Tom Ridge Field,Pennsylvania,42.0831270134,-80.1738667488,2025,38,78.95,0.0,14.74,475.0
STC,St Cloud Regional Airport,Minnesota,45.54660034179688,-94.05989837646484,2025,176,69.89,0.0,20.72,1307.07
TWF,Joslin Field Magic Valley Regional Airport,Idaho,42.4818,-114.48799900000003,2025,715,95.24,0.0,-0.42,175.0
DHN,Dothan Regional Airport,Alabama,31.3213005065918,-85.44960021972656,2025,52,55.77,0.0,99.42,170.0
PHF,Newport News Williamsburg International Airport,Virginia,37.13190079,-76.49299622,2025,3,100.0,0.0,-1.0,282.0
PSM,Portsmouth International at Pease Airport,New Hampshire,43.0778999329,-70.82330322269999,2025,506,78.26,0.0,8.52,1231.2
ITH,Ithaca Tompkins Regional Airport,New York,42.49100112915039,-76.4583969116211,2025,4,100.0,0.0,-3.75,172.0
PLN,Pellston Regional Airport of Emmet County Airport,Michigan,45.57089996,-84.79669952,2026,53,50.94,28.3,19.39,243.0
MGW,Morgantown Municipal Walter L. Bill Hart Field,West Virginia,39.64289856,-79.91629791,2026,61,47.54,26.23,41.91,297.03
BQK,Brunswick Golden Isles Airport,Georgia,31.2588005065918,-81.46649932861328,2026,4,25.0,25.0,51.0,238.0
OME,Nome Airport,Alaska,64.51219940185547,-165.44500732421875,2026,30,56.67,23.33,32.87,539.0
GRK,Robert Gray  Army Air Field Airport,Texas,31.067199707,-97.82890319819998,2026,145,70.34,18.62,4.05,134.0
TXK,Texarkana Regional Webb Field,Arkansas,33.45370101928711,-93.99099731445312,2026,62,79.03,17.74,-1.98,181.0
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,Texas,33.9888,-98.491898,2026,62,72.58,17.74,10.16,113.0
CMX,Houghton County Memorial Airport,Michigan,47.168399810791016,-88.48909759521484,2026,62,45.16,16.13,53.71,360.0
CIU,Chippewa County International Airport,Michigan,46.25080108642578,-84.47239685058594,2026,62,62.9,16.13,23.27,359.5
LAW,Lawton Fort Sill Regional Airport,Oklahoma,34.5676994324,-98.4166030884,2026,93,68.82,16.13,6.51,140.0
ADQ,Kodiak Airport,Alaska,57.75,-152.4940033,2026,59,49.15,15.25,55.54,253.0
SWO,Stillwater Regional Airport,Oklahoma,36.161201477051,-97.08570098877,2026,62,74.19,14.52,3.02,225.0
SCC,Deadhorse Airport,Alaska,70.19470215,-148.4649963,2026,42,73.81,14.29,-3.31,626.0
FAY,Fayetteville Regional Grannis Field,North Carolina,34.9911994934082,-78.88030242919922,2026,49,65.31,14.29,22.1,118.0
BGR,Bangor International Airport,Maine,44.80739974975586,-68.8281021118164,2026,147,54.42,14.29,34.98,789.12
PSG,Petersburg James A Johnson Airport,Alaska,56.80170059,-132.9450073,2026,58,72.41,13.79,4.84,77.0
MGM,Montgomery Regional (Dannelly Field) Airport,Alabama,32.30059814,-86.39399719,2026,109,66.97,13.76,57.9,636.33
SHV,Shreveport Regional Airport,Louisiana,32.446602,-93.8256,2026,441,69.16,13.38,18.34,431.33
CRW,Yeager Airport,West Virginia,38.37310028076172,-81.59320068359375,2026,272,57.72,13.24,41.91,315.44
SJT,San Angelo Regional Mathis Field,Texas,31.35770034790039,-100.49600219726562,2026,92,70.65,13.04,7.38,229.0
KTN,Ketchikan International Airport,Alaska,55.35559845,-131.7140045,2026,178,66.85,12.92,10.28,430.36
HOB,Lea County Regional Airport,New Mexico,32.6875,-103.2170029,2026,62,72.58,12.9,17.43,501.0
HHH,Hilton Head Airport,South Carolina,32.2243995667,-80.6975021362,2026,67,76.12,11.94,15.34,206.0
TYR,Tyler Pounds Regional Airport,Texas,32.35409927368164,-95.40239715576172,2026,93,70.97,11.83,17.43,102.0
ACT,Waco Regional Airport,Texas,31.611299514770508,-97.23049926757812,2026,93,78.49,11.83,7.28,90.0
BET,Bethel Airport,Alaska,60.77980042,-161.8379974,2026,60,45.0,11.67,34.23,399.0
GGG,East Texas Regional Airport,Texas,32.38399887084961,-94.71150207519533,2026,62,75.81,11.29,5.53,140.0
ADK,Adak Airport,Alaska,51.87799835205078,-176.64599609375,2026,9,88.89,11.11,-14.0,1192.0
ILM,Wilmington International Airport,North Carolina,34.270599365234375,-77.90260314941406,2026,497,74.25,11.07,8.19,440.28
CLT,Charlotte Douglas International Airport,North Carolina,35.2140007019043,-80.94309997558594,2026,14187,72.39,11.0,12.77,636.22
WRG,Wrangell Airport,Alaska,56.48429870999999,-132.3699951,2026,55,70.91,10.91,-0.18,56.04
AVP,Wilkes Barre Scranton International Airport,Pennsylvania,41.3385009766,-75.72339630130001,2026,102,71.57,10.78,8.8,551.21
CDV,Merle K (Mudhole) Smith Airport,Alaska,60.49179839999999,-145.4779968,2026,59,71.19,10.17,15.38,186.05
TRI,Tri-Cities Regional TN/VA Airport,Tennessee,36.475201,-82.407401,2026,60,70.0,10.0,20.91,802.23
JST,John Murtha Johnstown Cambria County Airport,Pennsylvania,40.31610107421875,-78.83390045166016,2026,60,61.67,10.0,49.11,303.0
DFW,Dallas Fort Worth International Airport,Texas,32.89680099999999,-97.03800200000002,2026,24177,68.63,9.87,18.75,811.67
ROW,Roswell International Air Center Airport,New Mexico,33.30160140991211,-104.53099822998048,2026,61,75.41,9.84,10.18,435.0
